advertiser,ad_unit,ad_ctr,revenue,impressions,ecpm
Aetrex Worldwide,21839579524 » am-android-foryou-large-ib-medium,1.01%,10.66,"1,978",5.39
Affliction Clothing,21839579524 » am-android-foryou-large-ib-high,0.00%,0.49,41,12.01
Affliction Clothing,21839579524 » am-android-foryou-large-ib-low,0.00%,0.17,54,3.07
Affliction Clothing,21839579524 » am-android-foryou-large-ib-medium,1.80%,0.56,111,5.01
Aflofarm,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Aflofarm,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.01
Age of Learning,21839579524 » am-android-foryou-large-ib-high,0.78%,4.67,387,12.06
Age of Learning,21839579524 » am-android-foryou-large-ib-low,0.16%,5.62,"1,850",3.04
Age of Learning,21839579524 » am-android-foryou-large-ib-medium,0.31%,6.46,"1,276",5.06
Agenzie Nazzano,21839579524 » am-android-foryou-large-ib-high,0.00%,0.02,2,12.05
Agenzie Nazzano,21839579524 » am-android-foryou-large-ib-low,0.00%,0.22,68,3.29
Agenzie Nazzano,21839579524 » am-android-foryou-large-ib-medium,4.17%,0.15,24,6.29
Agilent Technologies,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,5,3.01
Agilent Technologies,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.01
Ahold Delhaize,21839579524 » am-android-foryou-large-ib-high,0.00%,0.42,33,12.76
Ahold Delhaize,21839579524 » am-android-foryou-large-ib-low,0.00%,0.23,77,3.01
Ahold Delhaize,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.34,67,5.11
Air Arabia Holding,21839579524 » am-android-foryou-large-ib-high,0.00%,0.06,4,14.17
Air Arabia Holding,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.41
Air Arabia Holding,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,2,10.40
Air Berlin,21839579524 » am-android-foryou-large-ib-high,0.00%,0.77,64,12.01
Air Berlin,21839579524 » am-android-foryou-large-ib-low,0.42%,1.42,471,3.02
Air Berlin,21839579524 » am-android-foryou-large-ib-medium,0.00%,2.48,496,5.01
Air Canada,21839579524 » am-android-foryou-large-ib-high,1.51%,3.01,199,15.13
Air Canada,21839579524 » am-android-foryou-large-ib-low,0.24%,9.55,"2,542",3.76
Air Canada,21839579524 » am-android-foryou-large-ib-medium,0.20%,12.95,"1,989",6.51
Air France-KLM Group,21839579524 » am-android-foryou-large-ib-high,0.00%,0.18,8,22.31
Air France-KLM Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.22,68,3.21
Air France-KLM Group,21839579524 » am-android-foryou-large-ib-medium,5.41%,0.19,37,5.21
Air Liquide,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.01
Air Liquide,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,6,3.01
Air Liquide,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,4,5.01
Air Serbia,21839579524 » am-android-foryou-large-ib-high,0.00%,0.08,6,12.61
Air Serbia,21839579524 » am-android-foryou-large-ib-low,0.00%,0.08,20,4.03
Air Serbia,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.12,16,7.25
Airbnb,21839579524 » am-android-foryou-large-ib-high,0.00%,0.08,7,12.01
Airbnb,21839579524 » am-android-foryou-large-ib-low,2.03%,0.45,148,3.04
Airbnb,21839579524 » am-android-foryou-large-ib-medium,6.33%,0.40,79,5.03
Airline Investments,21839579524 » am-android-foryou-large-ib-high,0.00%,0.05,4,12.01
Airline Investments,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.01
Airline Transport Professionals,21839579524 » am-android-foryou-large-ib-high,1.34%,19.79,"1,639",12.08
Airline Transport Professionals,21839579524 » am-android-foryou-large-ib-low,0.39%,79.26,"26,218",3.02
Airline Transport Professionals,21839579524 » am-android-foryou-large-ib-medium,0.47%,30.84,"6,116",5.04
Airpaz,21839579524 » am-android-foryou-large-ib-high,2.94%,1.08,68,15.95
Airpaz,21839579524 » am-android-foryou-large-ib-low,6.02%,0.27,83,3.27
Airpaz,21839579524 » am-android-foryou-large-ib-medium,2.19%,0.79,137,5.76
Airport Home Appliance,21839579524 » am-android-foryou-large-ib-high,1.91%,1.89,157,12.04
Airport Home Appliance,21839579524 » am-android-foryou-large-ib-low,1.92%,0.47,156,3.02
Airport Home Appliance,21839579524 » am-android-foryou-large-ib-medium,3.27%,1.07,214,5.01
Ajanda Satis Teknolojileri Bilgisayar Reklam Danismanlık Dıs Ticaret ve Sanayii,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.00
Akamon Entertainment,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.00
Akamon Entertainment,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.01
Akshaya Patra Foundation,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.00
Aktion Deutschland Hilft,21839579524 » am-android-foryou-large-ib-high,25.00%,0.05,4,12.00
Akzo Nobel,21839579524 » am-android-foryou-large-ib-high,0.00%,0.59,49,12.01
Akzo Nobel,21839579524 » am-android-foryou-large-ib-low,0.00%,0.25,81,3.03
Akzo Nobel,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.48,95,5.02
Al Tayer Group,21839579524 » am-android-foryou-large-ib-high,1.89%,0.81,53,15.32
Al Tayer Group,21839579524 » am-android-foryou-large-ib-low,1.60%,0.60,187,3.23
Al Tayer Group,21839579524 » am-android-foryou-large-ib-medium,2.27%,0.75,132,5.70
Alaeo,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.15
Alarm,21839579524 » am-android-foryou-large-ib-high,0.00%,0.10,8,12.01
Alarm,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
Alarm,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.06,11,5.01
Alaska Air Group,21839579524 » am-android-foryou-large-ib-low,0.36%,2.01,556,3.62
Albatros Travel,21839579524 » am-android-foryou-large-ib-high,4.65%,0.52,43,12.01
Albatros Travel,21839579524 » am-android-foryou-large-ib-low,0.00%,0.19,63,3.01
Albatros Travel,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.32,64,5.01
Albee Baby,21839579524 » am-android-foryou-large-ib-high,3.61%,1.00,83,12.03
Albee Baby,21839579524 » am-android-foryou-large-ib-low,0.63%,0.48,158,3.01
Albee Baby,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.77,152,5.04
Alberta Blue Cross,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.00
Alberta Blue Cross,21839579524 » am-android-foryou-large-ib-low,0.00%,0.17,56,3.03
Alberta Blue Cross,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,5,5.00
Alberta Health Services,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Alberta Motor Association,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.00
Albertsons Companies LLC,21839579524 » am-android-foryou-large-ib-high,1.46%,4.28,342,12.51
Albertsons Companies LLC,21839579524 » am-android-foryou-large-ib-low,0.27%,5.52,"1,826",3.03
Albertsons Companies LLC,21839579524 » am-android-foryou-large-ib-medium,0.53%,7.64,"1,507",5.07
Albumprinter,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Albumprinter,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.00
Alceon Group,21839579524 » am-android-foryou-large-ib-high,5.71%,0.42,35,12.00
Alceon Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.27
Alceon Group,21839579524 » am-android-foryou-large-ib-medium,12.50%,0.04,8,5.00
Ald Automotive Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
Ald Automotive Group,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.01
Aldi,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,2,5.01
Aldo Group,21839579524 » am-android-foryou-large-ib-high,0.00%,0.23,19,12.01
Aldo Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.04,13,3.02
Aldo Group,21839579524 » am-android-foryou-large-ib-medium,3.70%,0.14,27,5.18
Alex van Groningen Management Consultants BV,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.01
Alfabank,21839579524 » am-android-foryou-large-ib-high,1.84%,24.12,"1,953",12.35
Alfabank,21839579524 » am-android-foryou-large-ib-low,1.08%,3.78,"1,207",3.13
Alfabank,21839579524 » am-android-foryou-large-ib-medium,1.18%,8.32,"1,607",5.18
Alibaba Group Holding,21839579524 » am-android-foryou-large-ib-high,1.82%,"2,096.08","168,759",12.42
Alibaba Group Holding,21839579524 » am-android-foryou-large-ib-low,0.77%,430.22,"129,063",3.33
Alibaba Group Holding,21839579524 » am-android-foryou-large-ib-medium,0.99%,758.16,"140,898",5.38
Align Technology,21839579524 » am-android-foryou-large-ib-high,2.40%,5.61,375,14.97
Align Technology,21839579524 » am-android-foryou-large-ib-low,0.40%,4.79,"1,485",3.22
Align Technology,21839579524 » am-android-foryou-large-ib-medium,0.81%,5.65,982,5.76
All My Sons Moving & Storage,21839579524 » am-android-foryou-large-ib-high,0.00%,0.12,9,13.52
All My Sons Moving & Storage,21839579524 » am-android-foryou-large-ib-low,0.00%,0.06,20,3.20
All My Sons Moving & Storage,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.24,31,7.82
All Web Leads,21839579524 » am-android-foryou-large-ib-high,0.90%,431.92,"35,288",12.24
All Web Leads,21839579524 » am-android-foryou-large-ib-low,0.29%,116.90,"38,397",3.04
All Web Leads,21839579524 » am-android-foryou-large-ib-medium,0.41%,203.71,"40,203",5.07
All Web Promotion,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
All Web Promotion,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.01
AllClear Insurance Services,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.09,16,5.37
AllHeart,21839579524 » am-android-foryou-large-ib-high,2.82%,60.63,"4,251",14.26
AllHeart,21839579524 » am-android-foryou-large-ib-low,0.79%,23.32,"7,186",3.25
AllHeart,21839579524 » am-android-foryou-large-ib-medium,1.49%,36.06,"6,435",5.60
AllSaints,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.00
AllSaints,21839579524 » am-android-foryou-large-ib-low,0.00%,0.03,9,3.74
AllSaints,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.06,9,6.17
Allbirds,21839579524 » am-android-foryou-large-ib-high,1.19%,11.52,921,12.51
Allbirds,21839579524 » am-android-foryou-large-ib-low,0.41%,3.69,"1,205",3.06
Allbirds,21839579524 » am-android-foryou-large-ib-medium,0.94%,5.46,"1,062",5.14
Allegiant Travel Company,21839579524 » am-android-foryou-large-ib-high,0.00%,0.02,2,12.01
Allegiant Travel Company,21839579524 » am-android-foryou-large-ib-low,0.00%,0.11,38,3.01
Allegiant Travel Company,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.09,17,5.01
Allegro Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.03,9,3.08
Allegro Group,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,4,5.12
Allergan,21839579524 » am-android-foryou-large-ib-high,0.00%,0.08,7,12.01
Allergan,21839579524 » am-android-foryou-large-ib-low,0.41%,2.25,740,3.04
Allergan,21839579524 » am-android-foryou-large-ib-medium,1.64%,0.92,183,5.05
Alliant Energy,21839579524 » am-android-foryou-large-ib-high,0.00%,0.06,5,12.01
Alliant Energy,21839579524 » am-android-foryou-large-ib-low,0.00%,0.49,162,3.01
Alliant Energy,21839579524 » am-android-foryou-large-ib-medium,1.16%,0.43,86,5.04
Allianz Group,21839579524 » am-android-foryou-large-ib-high,5.88%,0.20,17,12.01
Allianz Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.07,23,3.07
Allianz Group,21839579524 » am-android-foryou-large-ib-medium,2.78%,0.18,36,5.02
Allied Electronics,21839579524 » am-android-foryou-large-ib-high,0.00%,0.05,4,12.01
Allied Electronics,21839579524 » am-android-foryou-large-ib-low,0.00%,0.10,32,3.03
Allied Electronics,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.16,32,5.02
Allied Properties,21839579524 » am-android-foryou-large-ib-high,0.00%,0.09,5,17.27
Allied Properties,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,4,5.61
Allied Properties,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,2,10.14
Allstate,21839579524 » am-android-foryou-large-ib-high,0.00%,1.11,89,12.49
Allstate,21839579524 » am-android-foryou-large-ib-low,0.00%,0.62,206,3.03
Allstate,21839579524 » am-android-foryou-large-ib-medium,0.71%,0.71,141,5.03
Alltech,21839579524 » am-android-foryou-large-ib-high,0.00%,2.51,199,12.61
Alltech,21839579524 » am-android-foryou-large-ib-low,0.00%,0.24,75,3.14
Alltech,21839579524 » am-android-foryou-large-ib-medium,0.00%,1.09,216,5.04
Ally Financial,21839579524 » am-android-foryou-large-ib-low,0.00%,0.03,10,3.04
Ally Financial,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.08,15,5.01
Alpargatas,21839579524 » am-android-foryou-large-ib-high,1.18%,2.07,170,12.18
Alpargatas,21839579524 » am-android-foryou-large-ib-low,0.39%,0.78,256,3.03
Alpargatas,21839579524 » am-android-foryou-large-ib-medium,0.41%,1.23,245,5.04
Alpha Industries Inc,21839579524 » am-android-foryou-large-ib-high,1.09%,5.54,460,12.05
Alpha Industries Inc,21839579524 » am-android-foryou-large-ib-low,0.00%,0.41,135,3.02
Alpha Industries Inc,21839579524 » am-android-foryou-large-ib-medium,0.38%,1.33,264,5.03
AlphaTheta Corporation,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,7,3.01
AlphaTheta Corporation,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.01
Alphabet,21839579524 » am-android-foryou-large-ib-high,0.67%,841.13,"67,617",12.44
Alphabet,21839579524 » am-android-foryou-large-ib-low,0.28%,611.08,"192,612",3.17
Alphabet,21839579524 » am-android-foryou-large-ib-medium,0.34%,741.92,"141,868",5.23
Alshaya,21839579524 » am-android-foryou-large-ib-high,12.50%,0.10,8,12.93
Alshaya,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,5,3.01
Alshaya,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.05,10,5.01
Altamont Capital Partners,21839579524 » am-android-foryou-large-ib-high,1.31%,5.05,383,13.19
Altamont Capital Partners,21839579524 » am-android-foryou-large-ib-low,0.43%,2.99,931,3.21
Altamont Capital Partners,21839579524 » am-android-foryou-large-ib-medium,0.89%,3.67,674,5.45
Alteri Investors,21839579524 » am-android-foryou-large-ib-high,0.00%,0.30,25,12.01
Alteri Investors,21839579524 » am-android-foryou-large-ib-low,0.00%,0.05,18,3.01
Alteri Investors,21839579524 » am-android-foryou-large-ib-medium,4.35%,0.12,23,5.03
Alternative Media,21839579524 » am-android-foryou-large-ib-high,0.00%,0.04,3,12.00
Alternative Media,21839579524 » am-android-foryou-large-ib-low,0.00%,0.03,11,3.00
Alternative Media,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.09,18,5.00
Altice Group,21839579524 » am-android-foryou-large-ib-high,0.79%,142.70,"11,709",12.19
Altice Group,21839579524 » am-android-foryou-large-ib-low,0.28%,81.77,"26,921",3.04
Altice Group,21839579524 » am-android-foryou-large-ib-medium,0.39%,108.03,"21,391",5.05
Altice USA,21839579524 » am-android-foryou-large-ib-high,2.63%,0.46,38,12.01
Altice USA,21839579524 » am-android-foryou-large-ib-low,0.00%,0.36,119,3.01
Altice USA,21839579524 » am-android-foryou-large-ib-medium,0.76%,0.66,131,5.01
Altigi,21839579524 » am-android-foryou-large-ib-high,0.46%,86.51,"6,980",12.39
Altigi,21839579524 » am-android-foryou-large-ib-low,0.16%,25.62,"8,295",3.09
Altigi,21839579524 » am-android-foryou-large-ib-medium,0.21%,49.83,"9,708",5.13
Altitude Sports-,21839579524 » am-android-foryou-large-ib-low,11.11%,0.03,9,3.15
Altitude Sports-,21839579524 » am-android-foryou-large-ib-medium,25.00%,0.02,4,5.35
Altium,21839579524 » am-android-foryou-large-ib-high,3.12%,0.38,32,12.01
Altium,21839579524 » am-android-foryou-large-ib-low,0.00%,0.21,70,3.01
Altium,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.31,61,5.01
Altus assessments,21839579524 » am-android-foryou-large-ib-high,0.68%,5.42,442,12.25
Altus assessments,21839579524 » am-android-foryou-large-ib-low,0.81%,1.12,370,3.03
Altus assessments,21839579524 » am-android-foryou-large-ib-medium,0.00%,2.21,428,5.17
Altınbas Holding,21839579524 » am-android-foryou-large-ib-high,0.00%,0.26,19,13.50
Altınbas Holding,21839579524 » am-android-foryou-large-ib-low,0.00%,0.71,220,3.24
Altınbas Holding,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.71,122,5.84
Alzheimer's Association,21839579524 » am-android-foryou-large-ib-high,0.00%,2.70,224,12.07
Alzheimer's Association,21839579524 » am-android-foryou-large-ib-low,0.00%,0.54,178,3.01
Alzheimer's Association,21839579524 » am-android-foryou-large-ib-medium,0.00%,1.88,374,5.03
Amara Living,21839579524 » am-android-foryou-large-ib-high,0.00%,0.08,7,12.01
Amara Living,21839579524 » am-android-foryou-large-ib-low,0.00%,0.11,35,3.01
Amara Living,21839579524 » am-android-foryou-large-ib-medium,4.00%,0.13,25,5.01
Amazon Corp,21839579524 » am-android-foryou-large-ib-high,0.76%,494.77,"40,602",12.19
Amazon Corp,21839579524 » am-android-foryou-large-ib-low,0.38%,479.22,"155,742",3.08
Amazon Corp,21839579524 » am-android-foryou-large-ib-medium,0.46%,454.21,"88,267",5.15
Amer Sports,21839579524 » am-android-foryou-large-ib-high,1.12%,39.42,"3,217",12.25
Amer Sports,21839579524 » am-android-foryou-large-ib-low,0.62%,17.11,"5,626",3.04
Amer Sports,21839579524 » am-android-foryou-large-ib-medium,0.59%,30.19,"5,967",5.06
AmeriMark Direct,21839579524 » am-android-foryou-large-ib-high,3.78%,40.07,"3,304",12.13
AmeriMark Direct,21839579524 » am-android-foryou-large-ib-low,2.09%,15.67,"5,174",3.03
AmeriMark Direct,21839579524 » am-android-foryou-large-ib-medium,3.17%,25.04,"4,954",5.06
American Advisors Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,8,3.01
American Bullion,21839579524 » am-android-foryou-large-ib-high,4.49%,1.08,89,12.13
American Bullion,21839579524 » am-android-foryou-large-ib-low,0.00%,0.58,192,3.03
American Bullion,21839579524 » am-android-foryou-large-ib-medium,1.84%,0.82,163,5.03
American Carpet Wholesalers,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.01
American Carpet Wholesalers,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.01
American Cruiselines,21839579524 » am-android-foryou-large-ib-high,1.15%,97.95,"8,088",12.11
American Cruiselines,21839579524 » am-android-foryou-large-ib-low,0.52%,10.52,"3,449",3.05
American Cruiselines,21839579524 » am-android-foryou-large-ib-medium,0.35%,36.20,"7,179",5.04
American Eagle Outfitters,21839579524 » am-android-foryou-large-ib-high,1.66%,147.26,"12,107",12.16
American Eagle Outfitters,21839579524 » am-android-foryou-large-ib-low,0.54%,14.41,"4,656",3.09
American Eagle Outfitters,21839579524 » am-android-foryou-large-ib-medium,0.59%,50.97,"10,025",5.08
American Express Group,21839579524 » am-android-foryou-large-ib-high,1.61%,71.38,"5,775",12.36
American Express Group,21839579524 » am-android-foryou-large-ib-low,0.35%,36.30,"11,930",3.04
American Express Group,21839579524 » am-android-foryou-large-ib-medium,0.56%,60.61,"11,944",5.07
American Family Insurance,21839579524 » am-android-foryou-large-ib-high,0.00%,1.02,85,12.01
American Family Insurance,21839579524 » am-android-foryou-large-ib-low,0.00%,0.07,23,3.01
American Family Insurance,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.26,51,5.03
American Financial Group,21839579524 » am-android-foryou-large-ib-high,0.00%,0.02,2,12.01
American Financial Group,21839579524 » am-android-foryou-large-ib-low,0.00%,0.03,9,3.01
American Financial Group,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.46
American Floor Mats,21839579524 » am-android-foryou-large-ib-high,3.72%,11.40,942,12.10
American Floor Mats,21839579524 » am-android-foryou-large-ib-low,1.53%,2.39,786,3.04
American Floor Mats,21839579524 » am-android-foryou-large-ib-medium,1.06%,4.77,945,5.05
American Medical ID,21839579524 » am-android-foryou-large-ib-high,1.79%,2.72,223,12.18
American Medical ID,21839579524 » am-android-foryou-large-ib-low,0.26%,1.16,382,3.02
American Medical ID,21839579524 » am-android-foryou-large-ib-medium,3.04%,1.67,329,5.06
